,dimensions,rock_chance,grass_grow_back,owls_target_slow_mice,rand_catch,in_medias_res,m_number,m_die_of_hunger,m_preg_time,m_max_age,o_number,o_die_of_hunger,o_preg_time,o_max_age,rand_variance_trait,speed,ticks,sim ver,avg_speed_mouse,avg_speed_owl,non_NA_count_mice,non_NA_count_owls,repetitions,non_NA_fraction_mice,non_NA_fraction_owls,harmonic_mean
767,10,0,5,True,True,True,50,7,4,0,10,7,4,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
768,10,0,5,True,True,True,50,7,4,0,10,7,5,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
769,10,0,5,True,True,True,50,7,4,0,10,8,2,0,10,True,1000,1,82.0,,1,0,1,1.0,0.0,0.0
770,10,0,5,True,True,True,50,7,4,0,10,8,3,0,10,True,1000,1,77.0,,1,0,1,1.0,0.0,0.0
118,10,0,5,True,True,True,50,3,4,0,10,9,3,0,10,True,1000,1,40.0,,1,0,1,1.0,0.0,0.0
772,10,0,5,True,True,True,50,7,4,0,10,8,5,0,10,True,1000,1,87.0,,1,0,1,1.0,0.0,0.0
774,10,0,5,True,True,True,50,7,4,0,10,9,3,0,10,True,1000,1,85.0,,1,0,1,1.0,0.0,0.0
775,10,0,5,True,True,True,50,7,4,0,10,9,4,0,10,True,1000,1,70.0,,1,0,1,1.0,0.0,0.0
776,10,0,5,True,True,True,50,7,4,0,10,9,5,0,10,True,1000,1,37.0,,1,0,1,1.0,0.0,0.0
777,10,0,5,True,True,True,50,7,4,0,10,10,2,0,10,True,1000,1,68.0,,1,0,1,1.0,0.0,0.0
778,10,0,5,True,True,True,50,7,4,0,10,10,3,0,10,True,1000,1,90.0,,1,0,1,1.0,0.0,0.0
781,10,0,5,True,True,True,50,7,5,0,10,3,2,0,10,True,1000,1,51.0,,1,0,1,1.0,0.0,0.0
794,10,0,5,True,True,True,50,7,5,0,10,5,3,0,5,True,500,1,57.0,,1,0,1,1.0,0.0,0.0
782,10,0,5,True,True,True,50,7,5,0,10,3,3,0,10,True,1000,1,56.0,,1,0,1,1.0,0.0,0.0
783,10,0,5,True,True,True,50,7,5,0,10,3,4,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
784,10,0,5,True,True,True,50,7,5,0,10,3,5,0,10,True,1000,1,57.0,,1,0,1,1.0,0.0,0.0
785,10,0,5,True,True,True,50,7,5,0,10,4,2,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
786,10,0,5,True,True,True,50,7,5,0,10,4,3,0,10,True,1000,1,57.0,,1,0,1,1.0,0.0,0.0
787,10,0,5,True,True,True,50,7,5,0,10,4,4,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
788,10,0,5,True,True,True,50,7,5,0,10,4,5,0,10,True,1000,1,70.0,,1,0,1,1.0,0.0,0.0
789,10,0,5,True,True,True,50,7,5,0,10,5,2,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
790,10,0,5,True,True,True,50,7,5,0,10,5,3,0,1,True,500,1,56.0,,1,0,1,1.0,0.0,0.0
791,10,0,5,True,True,True,50,7,5,0,10,5,3,0,2,True,500,1,45.0,,1,0,1,1.0,0.0,0.0
792,10,0,5,True,True,True,50,7,5,0,10,5,3,0,3,True,500,1,56.0,,1,0,1,1.0,0.0,0.0
766,10,0,5,True,True,True,50,7,4,0,10,7,3,0,10,True,1000,1,51.0,,1,0,1,1.0,0.0,0.0
765,10,0,5,True,True,True,50,7,4,0,10,7,2,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
764,10,0,5,True,True,True,50,7,4,0,10,6,5,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
763,10,0,5,True,True,True,50,7,4,0,10,6,4,0,10,True,1000,1,44.0,,1,0,1,1.0,0.0,0.0
740,10,0,5,True,True,True,50,7,4,0,10,3,3,0,10,True,1000,1,56.0,,1,0,1,1.0,0.0,0.0
741,10,0,5,True,True,True,50,7,4,0,10,3,4,0,10,True,1000,1,53.0,,1,0,1,1.0,0.0,0.0
742,10,0,5,True,True,True,50,7,4,0,10,3,5,0,10,True,1000,1,53.0,,1,0,1,1.0,0.0,0.0
743,10,0,5,True,True,True,50,7,4,0,10,4,2,0,10,True,1000,1,74.0,,1,0,1,1.0,0.0,0.0
744,10,0,5,True,True,True,50,7,4,0,10,4,3,0,10,True,1000,1,66.0,,1,0,1,1.0,0.0,0.0
745,10,0,5,True,True,True,50,7,4,0,10,4,4,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
746,10,0,5,True,True,True,50,7,4,0,10,4,5,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
1,10,0,5,True,True,True,50,3,2,0,10,3,3,0,10,True,1000,1,60.5,,2,0,2,1.0,0.0,0.0
126,10,0,5,True,True,True,50,3,5,0,10,3,5,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
749,10,0,5,True,True,True,50,7,4,0,10,5,3,0,2,True,500,1,50.0,,1,0,1,1.0,0.0,0.0
750,10,0,5,True,True,True,50,7,4,0,10,5,3,0,3,True,500,1,48.0,,1,0,1,1.0,0.0,0.0
125,10,0,5,True,True,True,50,3,5,0,10,3,4,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
752,10,0,5,True,True,True,50,7,4,0,10,5,3,0,5,True,500,1,82.0,,1,0,1,1.0,0.0,0.0
124,10,0,5,True,True,True,50,3,5,0,10,3,3,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
123,10,0,5,True,True,True,50,3,5,0,10,3,2,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
755,10,0,5,True,True,True,50,7,4,0,10,5,3,0,8,True,500,1,71.0,,1,0,1,1.0,0.0,0.0
756,10,0,5,True,True,True,50,7,4,0,10,5,3,0,9,True,500,1,52.0,,1,0,1,1.0,0.0,0.0
120,10,0,5,True,True,True,50,3,4,0,10,10,3,0,10,True,1000,1,36.0,,1,0,1,1.0,0.0,0.0
758,10,0,5,True,True,True,50,7,4,0,10,5,3,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
759,10,0,5,True,True,True,50,7,4,0,10,5,4,0,10,True,1000,1,67.0,,1,0,1,1.0,0.0,0.0
760,10,0,5,True,True,True,50,7,4,0,10,5,5,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
761,10,0,5,True,True,True,50,7,4,0,10,6,2,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
119,10,0,5,True,True,True,50,3,4,0,10,9,5,0,10,True,1000,1,34.0,,1,0,1,1.0,0.0,0.0
793,10,0,5,True,True,True,50,7,5,0,10,5,3,0,4,True,500,1,51.0,,1,0,1,1.0,0.0,0.0
795,10,0,5,True,True,True,50,7,5,0,10,5,3,0,6,True,500,1,55.0,,1,0,1,1.0,0.0,0.0
611,10,0,5,True,True,True,50,6,4,0,10,10,4,0,10,True,1000,1,81.0,,1,0,1,1.0,0.0,0.0
837,10,0,5,True,True,True,50,8,2,0,10,5,3,0,7,True,500,1,58.0,,1,0,1,1.0,0.0,0.0
826,10,0,5,True,True,True,50,8,2,0,10,4,2,0,10,True,1000,1,100.0,,1,0,1,1.0,0.0,0.0
827,10,0,5,True,True,True,50,8,2,0,10,4,3,0,10,True,1000,1,102.0,,1,0,1,1.0,0.0,0.0
828,10,0,5,True,True,True,50,8,2,0,10,4,4,0,10,True,1000,1,104.0,,1,0,1,1.0,0.0,0.0
829,10,0,5,True,True,True,50,8,2,0,10,4,5,0,10,True,1000,1,150.0,,1,0,1,1.0,0.0,0.0
830,10,0,5,True,True,True,50,8,2,0,10,5,2,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
831,10,0,5,True,True,True,50,8,2,0,10,5,3,0,1,True,500,1,85.0,,1,0,1,1.0,0.0,0.0
832,10,0,5,True,True,True,50,8,2,0,10,5,3,0,2,True,500,1,74.0,,1,0,1,1.0,0.0,0.0
833,10,0,5,True,True,True,50,8,2,0,10,5,3,0,3,True,500,1,77.0,,1,0,1,1.0,0.0,0.0
834,10,0,5,True,True,True,50,8,2,0,10,5,3,0,4,True,500,1,48.0,,1,0,1,1.0,0.0,0.0
835,10,0,5,True,True,True,50,8,2,0,10,5,3,0,5,True,500,1,36.0,,1,0,1,1.0,0.0,0.0
836,10,0,5,True,True,True,50,8,2,0,10,5,3,0,6,True,500,1,52.0,,1,0,1,1.0,0.0,0.0
838,10,0,5,True,True,True,50,8,2,0,10,5,3,0,8,True,500,1,62.0,,1,0,1,1.0,0.0,0.0
115,10,0,5,True,True,True,50,3,4,0,10,8,4,0,10,True,1000,1,33.0,,1,0,1,1.0,0.0,0.0
839,10,0,5,True,True,True,50,8,2,0,10,5,3,0,9,True,500,1,73.0,,1,0,1,1.0,0.0,0.0
840,10,0,5,True,True,True,50,8,2,0,10,5,3,0,10,True,500,1,101.0,,1,0,1,1.0,0.0,0.0
841,10,0,5,True,True,True,50,8,2,0,10,5,3,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
842,10,0,5,True,True,True,50,8,2,0,10,5,4,0,10,True,1000,1,118.0,,1,0,1,1.0,0.0,0.0
843,10,0,5,True,True,True,50,8,2,0,10,5,5,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
844,10,0,5,True,True,True,50,8,2,0,10,6,2,0,10,True,1000,1,12.0,,1,0,1,1.0,0.0,0.0
845,10,0,5,True,True,True,50,8,2,0,10,6,3,0,10,True,1000,1,70.0,,1,0,1,1.0,0.0,0.0
846,10,0,5,True,True,True,50,8,2,0,10,6,4,0,10,True,1000,1,117.0,,1,0,1,1.0,0.0,0.0
847,10,0,5,True,True,True,50,8,2,0,10,6,5,0,10,True,1000,1,72.0,,1,0,1,1.0,0.0,0.0
848,10,0,5,True,True,True,50,8,2,0,10,7,2,0,10,True,1000,1,95.0,,1,0,1,1.0,0.0,0.0
849,10,0,5,True,True,True,50,8,2,0,10,7,3,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
825,10,0,5,True,True,True,50,8,2,0,10,3,5,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
824,10,0,5,True,True,True,50,8,2,0,10,3,4,0,10,True,1000,1,92.0,,1,0,1,1.0,0.0,0.0
823,10,0,5,True,True,True,50,8,2,0,10,3,3,0,10,True,1000,1,81.0,,1,0,1,1.0,0.0,0.0
822,10,0,5,True,True,True,50,7,5,0,10,10,5,0,10,True,1000,1,104.0,,1,0,1,1.0,0.0,0.0
114,10,0,5,True,True,True,50,3,4,0,10,8,3,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
798,10,0,5,True,True,True,50,7,5,0,10,5,3,0,9,True,500,1,56.0,,1,0,1,1.0,0.0,0.0
799,10,0,5,True,True,True,50,7,5,0,10,5,3,0,10,True,500,1,68.0,,1,0,1,1.0,0.0,0.0
800,10,0,5,True,True,True,50,7,5,0,10,5,3,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
801,10,0,5,True,True,True,50,7,5,0,10,5,4,0,10,True,1000,1,68.0,,1,0,1,1.0,0.0,0.0
802,10,0,5,True,True,True,50,7,5,0,10,5,5,0,10,True,1000,1,72.0,,1,0,1,1.0,0.0,0.0
803,10,0,5,True,True,True,50,7,5,0,10,6,2,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
804,10,0,5,True,True,True,50,7,5,0,10,6,3,0,10,True,1000,1,61.0,,1,0,1,1.0,0.0,0.0
805,10,0,5,True,True,True,50,7,5,0,10,6,4,0,10,True,1000,1,41.0,,1,0,1,1.0,0.0,0.0
806,10,0,5,True,True,True,50,7,5,0,10,6,5,0,10,True,1000,1,46.0,,1,0,1,1.0,0.0,0.0
807,10,0,5,True,True,True,50,7,5,0,10,7,2,0,10,True,1000,1,69.0,,1,0,1,1.0,0.0,0.0
808,10,0,5,True,True,True,50,7,5,0,10,7,3,0,10,True,1000,1,73.0,,1,0,1,1.0,0.0,0.0
809,10,0,5,True,True,True,50,7,5,0,10,7,4,0,10,True,1000,1,69.0,,1,0,1,1.0,0.0,0.0
810,10,0,5,True,True,True,50,7,5,0,10,7,5,0,10,True,1000,1,71.0,,1,0,1,1.0,0.0,0.0
811,10,0,5,True,True,True,50,7,5,0,10,8,2,0,10,True,1000,1,4.0,,1,0,1,1.0,0.0,0.0
113,10,0,5,True,True,True,50,3,4,0,10,8,2,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
813,10,0,5,True,True,True,50,7,5,0,10,8,4,0,10,True,1000,1,68.0,,1,0,1,1.0,0.0,0.0
814,10,0,5,True,True,True,50,7,5,0,10,8,5,0,10,True,1000,1,32.0,,1,0,1,1.0,0.0,0.0
815,10,0,5,True,True,True,50,7,5,0,10,9,2,0,10,True,1000,1,90.0,,1,0,1,1.0,0.0,0.0
112,10,0,5,True,True,True,50,3,4,0,10,7,5,0,10,True,1000,1,22.0,,1,0,1,1.0,0.0,0.0
817,10,0,5,True,True,True,50,7,5,0,10,9,4,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
818,10,0,5,True,True,True,50,7,5,0,10,9,5,0,10,True,1000,1,30.0,,1,0,1,1.0,0.0,0.0
820,10,0,5,True,True,True,50,7,5,0,10,10,3,0,10,True,1000,1,47.0,,1,0,1,1.0,0.0,0.0
739,10,0,5,True,True,True,50,7,4,0,10,3,2,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
738,10,0,5,True,True,True,50,7,3,0,10,10,5,0,10,True,1000,1,51.0,,1,0,1,1.0,0.0,0.0
736,10,0,5,True,True,True,50,7,3,0,10,10,3,0,10,True,1000,1,82.0,,1,0,1,1.0,0.0,0.0
187,10,0,5,True,True,True,50,4,2,0,10,6,5,0,10,True,1000,1,37.0,,1,0,1,1.0,0.0,0.0
653,10,0,5,True,True,True,50,6,5,0,10,10,4,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
654,10,0,5,True,True,True,50,6,5,0,10,10,5,0,10,True,1000,1,26.0,,1,0,1,1.0,0.0,0.0
655,10,0,5,True,True,True,50,7,2,0,10,3,2,0,10,True,1000,1,57.0,,1,0,1,1.0,0.0,0.0
656,10,0,5,True,True,True,50,7,2,0,10,3,3,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
657,10,0,5,True,True,True,50,7,2,0,10,3,4,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
658,10,0,5,True,True,True,50,7,2,0,10,3,5,0,10,True,1000,1,74.0,,1,0,1,1.0,0.0,0.0
216,10,0,5,True,True,True,50,4,3,0,10,5,3,0,4,True,500,1,63.0,,1,0,1,1.0,0.0,0.0
213,10,0,5,True,True,True,50,4,3,0,10,5,3,0,1,True,500,1,15.0,,1,0,1,1.0,0.0,0.0
207,10,0,5,True,True,True,50,4,3,0,10,3,5,0,10,True,1000,1,53.0,,1,0,1,1.0,0.0,0.0
662,10,0,5,True,True,True,50,7,2,0,10,4,5,0,10,True,1000,1,192.0,,1,0,1,1.0,0.0,0.0
663,10,0,5,True,True,True,50,7,2,0,10,5,2,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
179,10,0,5,True,True,True,50,4,2,0,10,5,3,0,9,True,500,1,98.0,,1,0,1,1.0,0.0,0.0
735,10,0,5,True,True,True,50,7,3,0,10,10,2,0,10,True,1000,1,88.0,,1,0,1,1.0,0.0,0.0
175,10,0,5,True,True,True,50,4,2,0,10,5,3,0,5,True,500,1,15.0,,1,0,1,1.0,0.0,0.0
174,10,0,5,True,True,True,50,4,2,0,10,5,3,0,4,True,500,1,41.0,,1,0,1,1.0,0.0,0.0
668,10,0,5,True,True,True,50,7,2,0,10,5,3,0,5,True,500,1,64.0,,1,0,1,1.0,0.0,0.0
172,10,0,5,True,True,True,50,4,2,0,10,5,3,0,2,True,500,1,30.0,,1,0,1,1.0,0.0,0.0
670,10,0,5,True,True,True,50,7,2,0,10,5,3,0,7,True,500,1,52.0,,1,0,1,1.0,0.0,0.0
171,10,0,5,True,True,True,50,4,2,0,10,5,3,0,1,True,500,1,41.0,,1,0,1,1.0,0.0,0.0
170,10,0,5,True,True,True,50,4,2,0,10,5,2,0,10,True,1000,1,73.0,,1,0,1,1.0,0.0,0.0
673,10,0,5,True,True,True,50,7,2,0,10,5,3,0,10,True,500,1,55.0,,1,0,1,1.0,0.0,0.0
160,10,0,5,True,True,True,50,3,5,0,10,10,4,0,10,True,1000,1,28.0,,1,0,1,1.0,0.0,0.0
675,10,0,5,True,True,True,50,7,2,0,10,5,4,0,10,True,1000,1,44.0,,1,0,1,1.0,0.0,0.0
676,10,0,5,True,True,True,50,7,2,0,10,5,5,0,10,True,1000,1,81.0,,1,0,1,1.0,0.0,0.0
650,10,0,5,True,True,True,50,6,5,0,10,9,5,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
649,10,0,5,True,True,True,50,6,5,0,10,9,4,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
646,10,0,5,True,True,True,50,6,5,0,10,8,5,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
642,10,0,5,True,True,True,50,6,5,0,10,7,5,0,10,True,1000,1,37.0,,1,0,1,1.0,0.0,0.0
614,10,0,5,True,True,True,50,6,5,0,10,3,3,0,10,True,1000,1,43.0,,1,0,1,1.0,0.0,0.0
615,10,0,5,True,True,True,50,6,5,0,10,3,4,0,10,True,1000,1,84.0,,1,0,1,1.0,0.0,0.0
616,10,0,5,True,True,True,50,6,5,0,10,3,5,0,10,True,1000,1,69.0,,1,0,1,1.0,0.0,0.0
618,10,0,5,True,True,True,50,6,5,0,10,4,3,0,10,True,1000,1,88.0,,1,0,1,1.0,0.0,0.0
619,10,0,5,True,True,True,50,6,5,0,10,4,4,0,10,True,1000,1,99.0,,1,0,1,1.0,0.0,0.0
620,10,0,5,True,True,True,50,6,5,0,10,4,5,0,10,True,1000,1,91.0,,1,0,1,1.0,0.0,0.0
621,10,0,5,True,True,True,50,6,5,0,10,5,2,0,10,True,1000,1,99.0,,1,0,1,1.0,0.0,0.0
622,10,0,5,True,True,True,50,6,5,0,10,5,3,0,1,True,500,1,94.0,,1,0,1,1.0,0.0,0.0
623,10,0,5,True,True,True,50,6,5,0,10,5,3,0,2,True,500,1,14.0,,1,0,1,1.0,0.0,0.0
624,10,0,5,True,True,True,50,6,5,0,10,5,3,0,3,True,500,1,58.0,,1,0,1,1.0,0.0,0.0
625,10,0,5,True,True,True,50,6,5,0,10,5,3,0,4,True,500,1,64.0,,1,0,1,1.0,0.0,0.0
626,10,0,5,True,True,True,50,6,5,0,10,5,3,0,5,True,500,1,41.0,,1,0,1,1.0,0.0,0.0
627,10,0,5,True,True,True,50,6,5,0,10,5,3,0,6,True,500,1,59.0,,1,0,1,1.0,0.0,0.0
629,10,0,5,True,True,True,50,6,5,0,10,5,3,0,8,True,500,1,84.0,,1,0,1,1.0,0.0,0.0
630,10,0,5,True,True,True,50,6,5,0,10,5,3,0,9,True,500,1,56.0,,1,0,1,1.0,0.0,0.0
631,10,0,5,True,True,True,50,6,5,0,10,5,3,0,10,True,500,1,67.0,,1,0,1,1.0,0.0,0.0
632,10,0,5,True,True,True,50,6,5,0,10,5,3,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
633,10,0,5,True,True,True,50,6,5,0,10,5,4,0,10,True,1000,1,79.0,,1,0,1,1.0,0.0,0.0
634,10,0,5,True,True,True,50,6,5,0,10,5,5,0,10,True,1000,1,45.0,,1,0,1,1.0,0.0,0.0
636,10,0,5,True,True,True,50,6,5,0,10,6,3,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
638,10,0,5,True,True,True,50,6,5,0,10,6,5,0,10,True,1000,1,80.0,,1,0,1,1.0,0.0,0.0
639,10,0,5,True,True,True,50,6,5,0,10,7,2,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
641,10,0,5,True,True,True,50,6,5,0,10,7,4,0,10,True,1000,1,42.0,,1,0,1,1.0,0.0,0.0
677,10,0,5,True,True,True,50,7,2,0,10,6,2,0,10,True,1000,1,233.0,,1,0,1,1.0,0.0,0.0
678,10,0,5,True,True,True,50,7,2,0,10,6,3,0,10,True,1000,1,61.0,,1,0,1,1.0,0.0,0.0
159,10,0,5,True,True,True,50,3,5,0,10,10,3,0,10,True,1000,1,96.0,,1,0,1,1.0,0.0,0.0
146,10,0,5,True,True,True,50,3,5,0,10,7,2,0,10,True,1000,1,46.0,,1,0,1,1.0,0.0,0.0
143,10,0,5,True,True,True,50,3,5,0,10,6,3,0,10,True,1000,1,57.0,,1,0,1,1.0,0.0,0.0
712,10,0,5,True,True,True,50,7,3,0,10,5,3,0,7,True,500,1,102.0,,1,0,1,1.0,0.0,0.0
141,10,0,5,True,True,True,50,3,5,0,10,5,5,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
140,10,0,5,True,True,True,50,3,5,0,10,5,3,0,10,True,500,1,52.0,,1,0,1,1.0,0.0,0.0
139,10,0,5,True,True,True,50,3,5,0,10,5,3,0,9,True,500,1,63.0,,1,0,1,1.0,0.0,0.0
138,10,0,5,True,True,True,50,3,5,0,10,5,3,0,8,True,500,1,62.0,,1,0,1,1.0,0.0,0.0
137,10,0,5,True,True,True,50,3,5,0,10,5,3,0,7,True,500,1,54.0,,1,0,1,1.0,0.0,0.0
136,10,0,5,True,True,True,50,3,5,0,10,5,3,0,6,True,500,1,38.0,,1,0,1,1.0,0.0,0.0
135,10,0,5,True,True,True,50,3,5,0,10,5,3,0,4,True,500,1,44.0,,1,0,1,1.0,0.0,0.0
134,10,0,5,True,True,True,50,3,5,0,10,5,3,0,3,True,500,1,51.0,,1,0,1,1.0,0.0,0.0
132,10,0,5,True,True,True,50,3,5,0,10,5,3,0,1,True,500,1,53.0,,1,0,1,1.0,0.0,0.0
722,10,0,5,True,True,True,50,7,3,0,10,6,5,0,10,True,1000,1,69.0,,1,0,1,1.0,0.0,0.0
131,10,0,5,True,True,True,50,3,5,0,10,5,2,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
130,10,0,5,True,True,True,50,3,5,0,10,4,5,0,10,True,1000,1,66.0,,1,0,1,1.0,0.0,0.0
725,10,0,5,True,True,True,50,7,3,0,10,7,4,0,10,True,1000,1,48.0,,1,0,1,1.0,0.0,0.0
129,10,0,5,True,True,True,50,3,5,0,10,4,4,0,10,True,1000,1,56.0,,1,0,1,1.0,0.0,0.0
727,10,0,5,True,True,True,50,7,3,0,10,8,2,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
728,10,0,5,True,True,True,50,7,3,0,10,8,3,0,10,True,1000,1,49.0,,1,0,1,1.0,0.0,0.0
128,10,0,5,True,True,True,50,3,5,0,10,4,3,0,10,True,1000,1,51.0,,1,0,1,1.0,0.0,0.0
127,10,0,5,True,True,True,50,3,5,0,10,4,2,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
732,10,0,5,True,True,True,50,7,3,0,10,9,3,0,10,True,1000,1,53.0,,1,0,1,1.0,0.0,0.0
733,10,0,5,True,True,True,50,7,3,0,10,9,4,0,10,True,1000,1,20.0,,1,0,1,1.0,0.0,0.0
734,10,0,5,True,True,True,50,7,3,0,10,9,5,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
710,10,0,5,True,True,True,50,7,3,0,10,5,3,0,5,True,500,1,66.0,,1,0,1,1.0,0.0,0.0
148,10,0,5,True,True,True,50,3,5,0,10,7,4,0,10,True,1000,1,69.0,,1,0,1,1.0,0.0,0.0
156,10,0,5,True,True,True,50,3,5,0,10,9,4,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
149,10,0,5,True,True,True,50,3,5,0,10,7,5,0,10,True,1000,1,82.0,,1,0,1,1.0,0.0,0.0
155,10,0,5,True,True,True,50,3,5,0,10,9,3,0,10,True,1000,1,93.0,,1,0,1,1.0,0.0,0.0
682,10,0,5,True,True,True,50,7,2,0,10,7,3,0,10,True,1000,1,95.0,,1,0,1,1.0,0.0,0.0
683,10,0,5,True,True,True,50,7,2,0,10,7,4,0,10,True,1000,1,131.0,,1,0,1,1.0,0.0,0.0
154,10,0,5,True,True,True,50,3,5,0,10,9,2,0,10,True,1000,1,95.0,,1,0,1,1.0,0.0,0.0
686,10,0,5,True,True,True,50,7,2,0,10,8,3,0,10,True,1000,1,138.0,,1,0,1,1.0,0.0,0.0
687,10,0,5,True,True,True,50,7,2,0,10,8,4,0,10,True,1000,1,36.0,,1,0,1,1.0,0.0,0.0
688,10,0,5,True,True,True,50,7,2,0,10,8,5,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
690,10,0,5,True,True,True,50,7,2,0,10,9,3,0,10,True,1000,1,90.0,,1,0,1,1.0,0.0,0.0
691,10,0,5,True,True,True,50,7,2,0,10,9,4,0,10,True,1000,1,59.0,,1,0,1,1.0,0.0,0.0
692,10,0,5,True,True,True,50,7,2,0,10,9,5,0,10,True,1000,1,74.0,,1,0,1,1.0,0.0,0.0
694,10,0,5,True,True,True,50,7,2,0,10,10,3,0,10,True,1000,1,109.0,,1,0,1,1.0,0.0,0.0
153,10,0,5,True,True,True,50,3,5,0,10,8,5,0,10,True,1000,1,90.0,,1,0,1,1.0,0.0,0.0
696,10,0,5,True,True,True,50,7,2,0,10,10,5,0,10,True,1000,1,100.0,,1,0,1,1.0,0.0,0.0
697,10,0,5,True,True,True,50,7,3,0,10,3,2,0,10,True,1000,1,44.0,,1,0,1,1.0,0.0,0.0
698,10,0,5,True,True,True,50,7,3,0,10,3,3,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
699,10,0,5,True,True,True,50,7,3,0,10,3,4,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
700,10,0,5,True,True,True,50,7,3,0,10,3,5,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
701,10,0,5,True,True,True,50,7,3,0,10,4,2,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
152,10,0,5,True,True,True,50,3,5,0,10,8,4,0,10,True,1000,1,45.0,,1,0,1,1.0,0.0,0.0
151,10,0,5,True,True,True,50,3,5,0,10,8,3,0,10,True,1000,1,56.0,,1,0,1,1.0,0.0,0.0
704,10,0,5,True,True,True,50,7,3,0,10,4,5,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
705,10,0,5,True,True,True,50,7,3,0,10,5,2,0,10,True,1000,1,69.0,,1,0,1,1.0,0.0,0.0
150,10,0,5,True,True,True,50,3,5,0,10,8,2,0,10,True,1000,1,81.0,,1,0,1,1.0,0.0,0.0
1317,10,0,5,True,True,True,50,10,5,0,10,10,5,0,10,True,1000,1,74.0,,1,0,1,1.0,0.0,0.0
33,10,0,5,True,True,True,50,3,2,0,10,8,5,0,10,True,1000,1,,,0,0,2,0.0,0.0,
34,10,0,5,True,True,True,50,3,2,0,10,9,2,0,10,True,1000,1,,,0,0,2,0.0,0.0,
38,10,0,5,True,True,True,50,3,2,0,10,10,2,0,10,True,1000,1,,,0,0,2,0.0,0.0,
77,10,0,5,True,True,True,50,3,3,0,10,9,3,0,10,True,1000,1,,,0,0,1,0.0,0.0,
109,10,0,5,True,True,True,50,3,4,0,10,7,2,0,10,True,1000,1,,,0,0,1,0.0,0.0,
117,10,0,5,True,True,True,50,3,4,0,10,9,2,0,10,True,1000,1,,,0,0,1,0.0,0.0,
121,10,0,5,True,True,True,50,3,4,0,10,10,4,0,10,True,1000,1,,,0,0,1,0.0,0.0,
157,10,0,5,True,True,True,50,3,5,0,10,9,5,0,10,True,1000,1,,,0,0,1,0.0,0.0,
